,times,template,waveform_weights,xpos,ypos,rate,mod,depth,x,y,z,size,color
10,"[   5.03156667   12.41176667   13.62546667 ... 3251.09773333 3251.14853333
 3253.46303333]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [1. 1.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]",53.0,3620.0,4.072426996151086,0.0,220.0,53.0,220.0,-300.0,0.4072426996151086,0.0
19,"[   5.66393333    6.84223333    7.14406667 ... 3193.24353333 3197.30513333
 3221.1863    ]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.48001243 0.48001243]
 [0.         0.        ]
 [1.         1.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]
 [0.         0.        ]]",42.189280019159185,3526.4866000239485,1.078829379624592,0.0,313.51339997605146,42.189280019159185,313.51339997605146,-300.0,0.10788293796245921,0.0
22,"[4.12333333e-01 7.66366667e-01 1.98313333e+00 ... 3.25272883e+03
 3.25299923e+03 3.25417567e+03]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [1.        1.       ]
 [0.        0.       ]
 [0.2848604 0.2848604]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]
 [0.        0.       ]]",8.547285287855491,3475.5658933901805,6.5702381549979565,0.0,364.43410660981954,8.547285287855491,364.43410660981954,-300.0,0.6570238154997956,0.0
