edge_type_id target_query source_query dynamics_params syn_weight delay distance_range target_sections model_template
100 pop_name=='Scnn1a' pop_name=='Scnn1a' AMPA_ExcToExc.json 0.0002 2.0 "[30.0, 150.0]" "['basal', 'apical', 'soma']" exp2syn
