node_type_id rotation_angle_zaxis model_processing dynamics_params pop_name morphology potental model_type model_template
100 3.646878266 aibs_perisomatic 472363762_fit.json Scnn1a Scnn1a_473845048_m.swc exc biophysical ctdb:Biophys1.hoc
